Stock Pair,RNN R2,RNN RMSE,RNN MAE,RNN MAPE,LSTM R2,LSTM RMSE,LSTM MAE,LSTM MAPE
"""ITC_SUNPHARMA""",-0.3420225918216182,2.2814379031006897,1.5186188003396601,0.4596870291665033,-0.23191191569115066,2.185840996220264,1.452000927669664,0.44725369415040045
"""ITC_CONCOR""",0.053303737962213216,3.307488654763654,2.05931476331256,0.4529084898553733,0.03608664116449478,3.337428971030409,2.083646472425987,0.4581910211981957
"""ITC_BHARTIARTL""",-0.13889338986645017,3.2610268622999,2.148101329165026,0.48924179686580105,-0.13136147689647948,3.250225801138284,2.1355820831430177,0.4811383633281419
"""RELIANCE_ONGC""",0.8647108107300338,2.6840109767761073,2.0171066651573613,0.15090075299214573,0.8772195097847217,2.5569216592717723,1.9336415038131396,0.14548651497227796
"""RELIANCE_UPL""",0.7486945856071244,2.8785015768352515,2.1498927203308007,0.35080462272364304,0.7415289325498758,2.9192515340508303,2.145809669357553,0.33324342293655534
"""RELIANCE_ICICIBANK""",0.26607068482374807,2.752572690901854,2.1083894322270536,0.3949364217947125,0.30253904908741514,2.683314812691623,2.050479595842864,0.38507087381718186
"""RELIANCE_SIEMENS""",0.6305345063322134,2.6081800295220687,1.989556879139798,0.22749421776007098,0.585504090049223,2.762553823349767,2.049223233787009,0.23734133773987695
"""RELIANCE_ABB""",0.6567427440536249,3.033243742803725,2.2946319238450488,0.2439629745777328,0.6838804866944683,2.9108719391927633,2.2065641984587137,0.23938790281779665
"""RELIANCE_TCS""",0.517860741399174,2.4547638133337366,1.8543531720873652,0.37851975388243475,0.519471350745784,2.4506602552332213,1.8491272831735894,0.38067351483623024
"""RELIANCE_INFY""",0.05050426530480001,2.519616532670143,1.9511797171151763,0.65135942912117,0.016469387441561012,2.5643770485651833,1.9826964317582902,0.6618045500110383
"""RELIANCE_TATASTEEL""",0.5443627499995674,3.0615659004379516,2.390143555312077,0.3079448096511336,0.5756455688766496,2.954597811576012,2.319975203190816,0.31273338206324447
"""RELIANCE_SUNPHARMA""",0.7453868939836235,2.879984762997538,2.148229324161822,0.17743886363073594,0.5591243667478565,3.78972643260168,3.1341836391316473,0.20772817293719553
"""RELIANCE_CONCOR""",0.7646024335024245,3.2418995487776234,2.2603766858419916,0.23803025493294308,0.7728667324888818,3.18448306655709,2.2055742260236118,0.22409735028468353
"""RELIANCE_BHARTIARTL""",0.4834554355732045,3.510486593198985,2.526474270248281,0.22951796098225008,0.4784967725735221,3.5272961236065132,2.5355699319827343,0.22995448521872924
"""ONGC_UPL""",0.3076975621789285,2.4025465322939064,1.6231688360036747,0.214718848203367,0.31062567567638044,2.3974603279654283,1.6120073023697317,0.2109253908257217
"""ONGC_ICICIBANK""",0.8258004816661488,2.334770973531086,1.745511144517138,0.19995276088278624,0.8255180514647207,2.3366628925883526,1.7598614026987045,0.19838904368323873
"""ONGC_SIEMENS""",0.6306562820198061,2.635144717309552,1.8464598099256855,0.390253373510947,0.646925119387364,2.5764547713033368,1.812027794280592,0.3959842510370469
"""ONGC_ABB""",0.5062536821132073,2.9118638104217385,1.9914991470507113,0.37608658344523405,0.5057510991461388,2.9133454224143343,2.0125575316251374,0.39044500455227754
"""ONGC_TCS""",0.7309952300016758,2.3000826977434836,1.581493224650765,0.205874231251319,0.7312970277808147,2.2987920985941614,1.5817687577453654,0.21364780321291857
"""ONGC_INFY""",0.8509394617651587,2.579700061451557,1.9143253718778352,0.24241622515148922,0.8555998013496562,2.539053002493417,1.877972181041351,0.2348661529604486
"""ONGC_TATASTEEL""",0.7163607837581614,2.565685621488289,1.8580420597545364,0.3071590006600068,0.7118308353220715,2.5860925062307905,1.8593344505922609,0.3007210708454358
"""ONGC_SUNPHARMA""",-0.30052403853554477,3.1132549015821778,2.0412093857120635,0.61911996893489,-0.13339735921097273,2.9063411215977744,1.8258451542444072,0.5038060688158271
"""ONGC_CONCOR""",0.12100803765370438,3.287162212870998,2.212553529615963,0.34168373511465855,0.12430527578087658,3.2809910870600016,2.2222318600999706,0.34669092653012523
"""ONGC_BHARTIARTL""",0.3889454346778748,3.0796421593358843,2.1158909723975308,0.4315707505645634,0.37314397368546637,3.1192067531749506,2.1655148729454052,0.4367862388927526
"""UPL_ICICIBANK""",0.430982768606918,2.9044438214879675,1.8842707488434045,0.5218277473247785,0.4579981682944333,2.834657867396202,1.829528018948872,0.5101088885230367
"""UPL_SIEMENS""",0.03820839021770339,2.6909541798959165,1.6521356880150568,0.4073879168827403,0.06272501156782384,2.6564358016658387,1.625719422323221,0.4023041052788839
"""UPL_ABB""",0.14071749457644567,2.687302815825293,1.775846296108315,0.4257173058356996,0.07505708604780637,2.7880854952861824,1.8341800681345417,0.4228654054729425
"""UPL_TCS""",0.041742123131552344,3.0211000985596823,1.9137420977136017,0.5257605372360589,0.04543055710166066,3.0152802290077174,1.909593938727794,0.5306818444144116
"""UPL_INFY""",0.5377183012938511,2.8906776717700473,1.970718272124066,0.4376001887413456,0.5392121773288783,2.88600324009022,1.9617342797423531,0.42771030173263785
"""UPL_TATASTEEL""",-0.049916233046571,2.4939388382577676,1.7171132519097279,0.3731202413187437,-0.022036136542720852,2.4606032829251623,1.7099980641262076,0.3853356025556799
"""UPL_SUNPHARMA""",-0.054362862004909696,2.3919795927537706,1.4968684474421445,0.26209319811158416,-0.13976418418272152,2.486966428651218,1.6141756797217917,0.28382449337305293
"""UPL_CONCOR""",0.08091898592229396,3.482539636034271,2.2331318128816497,0.5068482120290843,0.04890042710853826,3.542681944595157,2.5502216088557534,0.7083060465376633
"""UPL_BHARTIARTL""",0.13374728589325313,3.1372851947742646,2.1107798520167016,0.5230645921847852,0.1032165417378067,3.192092665181589,2.1577747720864946,0.5309680227944372
"""ICICIBANK_SIEMENS""",0.4332448751428636,1.4612051270346944,1.0600466902057315,0.25326798183181315,0.4562504763020204,1.4312414464135839,1.04134214520169,0.2521383438384678
"""ICICIBANK_ABB""",0.6648479864843171,1.5505921989347662,1.0867092244134513,0.23541426362479947,0.6720518258597244,1.533837272196892,1.0688338397209023,0.2289312008286341
"""ICICIBANK_TCS""",0.18598215023385367,1.7897953276327432,1.2643418088986862,0.6355828858734036,0.15424885155243484,1.8243480801871932,1.2643490046142696,0.659689914743432
